Johanneksen evankeliumi suomeksi ja vosaksi.	Johanof rossa mu fin a vosa.
21 Niin Jeesus sanoi taas heille: Minä menen pois ja te etsitte minua ja teidän pitää kuoleman teidän synneissänne. Kuhunka minä menen, ette sinne taida tulla.	21 Itli Jesus saaen anen tu häsi: Aj tuu yr a jasi seek aj a jasi piit eöön in jasiof ahosi. Kotu aj tuu, jasi ej itle livotee uut.
22 Niin sanoivat Juutalaiset, tappaneeko hän itsensä, sillä hän sanoo: Kuhunka minä menen, ette sinne taida tulla.	22 Itli saaen jutjosi meejko hä paeöön aut, syfor hä saa: Kotu aj tuu, jasi ej itle livotee uut.
23 Ja hän sanoi heille: Te olette alhaalta ja minä olen ylhäältä: Te olette maailmasta, en minä ole maailmasta.	23 A hä saaen tu häsi: Jasi oo lyel a aj oo ylel: Jasi oo ut köl, aj ej oo ut köl.
24 Sen tähden sanoin minä teille: Teidän pitää kuoleman synneissänne, sillä jos ette usko, että minä se olen, niin teidän pitää kuoleman synneissänne.	24 Forsy it saaen aj tu jasi: Jasi piit eöön in jasiof ahosi syfor if jasi ej uus, syt aj it oo, itli jasi piit eöön in jasiof ahosi.
25 Niin he sanoivat hänelle: Kuka sinä olet? Jeesus sanoi heille: Se kun minä alusta puhuin teille.	25 Itli häsi saaen tu hä: Kojo ja oo? Jesus saaen tu häsi: It na aj ut nö sasaaen tu jasi.
26 Minulla on paljon teistä puhumista ja tuomitsemista, vaan se on totinen, joka minun lähetti, ja mitä minä olen häneltä kuullut, niitä minä puhun maailmalle.	26 Aj oof piri öb jasi sasaate a pöcuute, mut it oo darilva, kojo pagaaen aj, a ko aj oo ut hä vohööen, itsi aj sasaa le köl.
27 Mutta ei he ymmärtäneet, että hän puhui heille Isästä.	27 Mut ej häsi dakavooen, syt hä sasaaen tu häsi öb Ma.
28 Sanoi siis Jeesus heille: Kun te olette Ihmisen Pojan ylentäneet, niin te ymmärrätte, että minä se olen ja etten minä tee itsestäni mitään, vaan niin kuin Isä on minun opettanut, niitä minä puhun.	28 Saaen syklirli Jesus tu häsi: Na jasi oo Mämof Son ylpirpaaen, itli jasi dakavoo, syt aj it oo a syt aj tee ob aut ejö, mut itli li Ma oo padaaven aj, itsi aj sasaa.
29 Ja se, joka minun lähetti, on minun kanssani. Ei Isä jättänyt minua yksinäni, sillä minä teen aina niitä, mitkä hänelle kelvolliset ovat.	29 A it, kojo pagaaen aj, oo vi aj. Ej Ma tejääen aj isvi, syfor aj tee kina itsi, kosi tu hä forhava oo.
30 Kun hän näitä puhui, niin moni uskoi häneen.	30 Na hä täsi sasaaen, itli si uusen intu hä.
31 Niin Jeesus sanoi niille juutalaisille, jotka häneen uskoivat: Jos te pysytte minun puheessani, niin te totisesti minun opetuslapseni olette.	31 Itli Jesus saaen tu itsi jutjosi, kojosi intu hä uusen: If jasi autpaoo in ajof sasa, itli jasi darilli ajof usdavjosi oo.
32 Ja teidän pitää totuuden ymmärtämän ja totuuden pitää teidät vapahtaman.	32 A jasiof piit darilvao dakavoo a darilvao piit jasi friuur.
33 Niin he vastasivat hänelle: Me olemme Aabrahamin siemen, emmekä ole koskaan kenenkään orjina olleet, kuinka siis sinä sanot: Teidän pitää vapaiksi tuleman?	33 Itli häsi ooken tu hä: Ajsi oo Abrahamof sem, a ajsi oo ejna kojo-of irftöjosi ooen koli syklirli ja saa: Jasi piit muu friva?
34 Jeesus vastasi heille ja sanoi: Totisesti, totisesti sanon minä teille: Jokainen, joka tekee syntiä, hän on synnin orja.	34 Jesus ooken tu häsi a saaen: Darilli, darilli aj saa tu jasi: Kijo, kojo tee aho, hä oo aho-of irftöjo.
35 Mutta ei orja pysy iankaikkisesti huoneessa, vaan Poika pysyy iankaikkisesti.	35 Mut ej irftöjo autpaoo kikinoli in tolik mut Son autpaoo kikinoli.
36 Jos siis Poika teidät vapaiksi tekee, niin te totisesti olette vapaat.	36 If syklirli Son jasi mu friva tee, itli jasi darilli oo friva.
37 Minä tiedän, että te olette Aabrahamin siemen, vaan te etsitte kuolettaaksenne minua, sillä ei minun puheellani ole teissä siaa.	37 Aj daa, syt jasi oo Abrahamof sem, mut jasi seek for te-eöönif aj, syfor ej ajof sasa oof in jasi culo.
38 Minä puhun, mitä minä olen isäni tykönä nähnyt ja te teette, mitä te olette nähneet teidän isänne tykönä.	38 Aj sasaa, ko aj oo tut ajof ma vokaaen a jasi tee, ko jasi oo vokaaen tut jasiof mä.
39 He vastasivat ja sanoivat hänelle: Aabraham on meidän isämme. Jeesus sanoi heille: Jos te olisitte Aabrahamin lapset, niin te tekisitte Aabrahamin töitä.	39 Häsi ooken a saaen tu hä: Abraham oo ajsiof ma. Jesus saaen tu häsi: If jasi ooif Abrahamof ipmämsi, itli jasi teeif Abrahamof tösi.
40 Mutta nyt te etsitte minua tappaaksenne, sitä ihmistä, joka totuuden on teille puhunut, jonka hän on Jumalalta kuullut. Sitä ei Aabraham tehnyt.	40 Mut nen jasi seek for paeöönif aj, it mäm, kojo darilvao oo tu jasi sasaaen, ko hä oo ut Hajo vohööen. It ej Abraham tee-en.
41 Te teette teidän isänne tekoja. Niin he sanoivat hänelle: Emme ole äpärinä syntyneet, meillä on yksi Isä, Jumala.	41 Jasi tee jasiof mäof tesi. Itli häsi saaen tu hä: Ajsi ej oo li bajviejipmämsi nöee-en, ajsi oof is Ma, Hajo.
42 Jeesus sanoi heille: Jos Jumala olisi teidän Isänne, niin te tosin rakastaisitte minua, sillä minä läksin ja tulin Jumalasta, en minä itsestäni tullut, vaan hän lähetti minut.	42 Jesus saaen tu häsi: If Hajo ooif jasiof Mä, itli jasi rilsyli raaif aj syfor aj urtuuen a uuten ut Hajo, aj ej ob aut uuten, mut hä pagaaen aj.
43 Miksi ette ymmärrä tätä minun puhettani? Ette taida kuulla sitä minun sanaani.	43 Kosy jasi ej dakavoo tä ajof sasa? Jasi ej livotee vohöö it ajof sa.
44 Te olette isästä perkeleestä ja teidän isänne himoja te tahdotte tehdä. Hän on ollut murhaaja alusta ja ei pysynyt totuudessa, sillä ei totuus ole hänessä. Kun hän puhuu valhetta, niin hän puhuu omastansa, sillä hän on valehtelija ja valheen isä.	44 Jasi oo ob ma ahjo a jasiof masi ahofrasi jasi obraa tee. Hä oo ooen aheaapjo ut nö a ej autpaooen in darilvao, syfor ej darilvao oo in hä. Na hä sasaa lirsa, itli hä sasaa ob häof öfva, syfor hä oo lirsaajo a lirsaof ma.
45 Mutta että minä sanon totuuden, niin ette usko minua.	45 Mut syt aj saa darilvao, itli jasi ej uus aj.
46 Kuka teistä nuhtelee minua synnin tähden? Jos minä sanon teille totuuden, miksi ette usko minua?	46 Kojo ob jasi öbahosaa aj forsy aho? If aj saa tu jasi darilvao, kosy jasi ej uus aj?
47 Joka on Jumalasta, se kuulee Jumalan sanat, sen tähden ette kuule, ettette Jumalasta ole.	47 Kojo oo ob Hajo, it vohöö Hajo-of sasi, forsy it jasi ej vohöö, syt jasi ej oo ob Hajo.
48 Niin vastasivat Juutalaiset ja sanoivat hänelle: Emmekö me oikein sano, että sinä olet samarialainen ja sinulla on perkele?	48 Itli ooken jutjosi a saaen tu hä: Ejko ajsi ratli saa, syt ja oo samarjo a ja oof Ahjo?
49 Jeesus vastasi: Ei minulla ole perkele, vaan minä kunnioitan minun Isääni ja te häpäisette minua.	49 Jesus ooken: Ej aj oof ahjo, mut aj honroo ajof Ma a jasi tenooh aj.
50 En minä etsi omaa kunniaani, yksi on, joka sitä kysyy ja tuomitsee.	50 Aj ej seek öfva hon, is oo, kojo it koo a pöcuu.
51 Totisesti, totisesti sanon minä teille: Joka kätkee minun sanani, ei hänen pidä näkemän kuolemaa iankaikkisesti.	51 Darilli, darilli aj saa tu jasi: Kojo hiid ajof sasi, ej hä piit vokaa eön kikinoli.
52 Niin Juutalaiset sanoivat hänelle: Nyt me ymmärsimme, että sinulla on perkele. Aabraham on kuollut ja profeetat ja sinä sanot: Joka kätkee minun sanani, ei hänen pidä maistaman kuolemaa iankaikkisesti.	52 Itli jutjosi saaen tu hä: Nen ajsi dakavooen, syt ja oof Ahjo. Abraham oo eöönen a usennesaajosi a ja saa: Kojo hiid ajof sasi, ej hä piit emfii eön kikinoli.
53 Oletko sinä suurempi kuin meidän isämme Aabraham, joka kuollut on? Ja profeetat ovat kuolleet. Miksi sinä itsesi teet?	53 Ooko ja pipir il ajsiof ma Abraham, kojo eöönen oo? A usennesaajosi oo eöönen. Mu ko ja tee aut?
54 Jeesus vastasi: Jos minä itseäni kunnioitan, niin ei minun kunniani ole mitään. Minun Isäni on se, joka kunnioittaa minua, jonka te teidän Jumalaksenne sanotte.	54 Jesus ooken: If aj honroo aut, itli ajof hon oo ejö: Ajof Ma oo it, kojo honroo aj, kojo jasi jasiof Hajo saa.
55 Ja ette tunne häntä, mutta minä tunnen hänen. Ja jos minä sanoisin, etten minä häntä tuntisi, niin minä olisin valehtelija kuin tekin, mutta minä tunnen hänen ja kätken hänen sanansa.	55 A jasi ej kavodaa hä, mut aj kavodaa hä. A if aj saaif, syt aj ej kavodaaif hä, itli aj ooif lirsaajo li jasi, mut aj kavodaa hä a hiid häof sasi.
56 Aabraham teidän isänne iloitsi, nähdäksensä minun päiväni, hän näki sen ja ihastui.	56 Abraham jasiof mä roosen, syt hä vokaaif ajof tansi, hä vokaaen it a autfainkaaen.
57 Niin Juutalaiset sanoivat hänelle: Et sinä ole vielä viidenkymmenen vuoden vanha ja olet nähnyt Aabrahamin?	57 Itli jutjosi saaen tu hä: Ja ej oo pirnen fivbas jänsi unva a ja oo vokaaen Abraham?
58 Jeesus sanoi heille: Totisesti, totisesti sanon minä teille: Ennen kuin Aabraham olikaan, olen minä.	58 Jesus saaen tu häsi: Darilli, darilli aj saa tu jasi: En na Abraham ooen a, oo aj.
59 Niin he poimivat kiviä, laskettaaksensa häntä. Mutta Jeesus lymysi ja läksi ulos temppelistä, käyden heidän keskeltänsä, ja niin hän pääsi ulos.	59 Itli häsi utkaapen kamsi, for lypaaif hä.Mut Jesus hidlooen a urtuuen nitu roustol, tuuli ut midin häsi, a itli hä aftuuen nitu.
Johannes 9	Johan 9
1 Ja Jeesus, käyden ohitse, näki ihmisen, joka oli sokeana syntynyt.	1 A Jesus, tuuli sidut, vokaaen mäm, kojo ooen ejvokava nöee-en.
2 Ja hänen opetuslapsensa kysyivät häneltä, sanoen: Mestari, kuka syntiä teki, tämäkö vaiko hänen vanhempansa, että hänen piti sokeana syntymän?	2 A häof usdavjosi kooen ut hä, saali: Ylvojo, kojo tee-en aho, täko tajko häof mamsi, syt hä piiten ejvokava nöee?
3 Jeesus vastasi: Ei tämä syntiä tehnyt eikä hänen vanhempansa, mutta että Jumalan työt hänessä ilmoitettaisiin.	3 Jesus ooken: Ej tä tee-en aho a ej häof mamsi, mut syt Hajo-of tösi in hä dafaaifta.
4 Minun tulee tehdä hänen töitänsä, joka minun lähetti, niin kauan kun päivä on.Yö tulee, koska ei kenkään taida työtä tehdä.	4 Aj piit tee häof tösi, kojo pagaaen aj, itli luna na tan oo. Nat uut, kona ejkojo livotee töö.
5 Niin kauan kun minä olen maailmassa, niin olen minä maailman valkeus.	5 Itli luna na aj oo in köl, itli oo aj kölof vitvao.
6 Kun hän tämän sanonut oli, sylki hän maahan ja teki loan syljestä ja voiteli sokean silmät loalla.	6 Na hä tä saaen ooen, saliiven hä tu mol a tee-en molvam ob salivmo a mopaaen ejvokajo kaevsi vy molvam.
7 Ja sanoi hänelle: Mene ja pese itsesi lammikossa Siloam, se on niin paljon kuin: Lähetetty. Niin hän meni ja pesi itsensä ja tuli näkemään.	7 A saaen tu hä: Tuu ja a voosh ja aut in bavamlo Siloam, it oo itli piri il: Pagaaen. Itli hä tuuen a vooshen aut a muu vokaa.
8 Niin kylän miehet ja ne, jotka hänen ennen olivat nähneet sokeana, sanoivat: Eikö tämä se ole, joka istui ja kerjäsi?	8 Itli celof mäsi a itsi, kojosi hä en ooen vokaaen ejvokava, saaen: Ejko tä it oo, kojo siiten a piteaafen?
9 Muutamat vastasivat: Hän se on. Mutta muut sanoivat: Hän on sen muotoinen, vaan hän itse sanoi: Minä se olen.	9 Ipsi ooken: Hä it oo. Mut tuasi saaen: Hä oo itof kauliva, mut hä aut saaen: Aj it oo.
10 Niin he sanoivat hänelle: Kuinka sinun silmäsi aukenivat?	10 Itli häsi saaen tu hä: Koli jaof kaevsi autouupen?
11 Vastasi hän ja sanoi: Se ihminen, joka Jesukseksi kutsutaan, teki loan ja voiteli minun silmäni ja sanoi minulle: Mene ja pese Siloamin lammikossa. Ja kun minä menin ja pesin, niin minä sain näköni.	11 Ooken hä a saaen: It mäm, kojo mu Jesus tukoota, tee-en molvam a mopaaen ajof kaevsi a saaen tu aj: Tuu ja a voosh in Siloam bavamlo. A na aj tuuen a vooshen, itli aj aafen ajof voka.
12 Niin he sanoivat hänelle: Kussa hän on? Hän sanoi: En minä tiedä.	12 Itli häsi saaen tu hä: Koin hä oo? Hä saaen: Aj ej daa.
13 Niin he veivät sen, joka ennen sokeana ollut oli, farisealaisten tykö.	13 Itli häsi gaaen it, kojo en ejvokava ooen ooen, tu pösousjosi.
14 Ja se oli sapatin päivä, jona Jeesus teki loan ja avasi hänen silmänsä.	14 A it ooen pyhtan, kona Jesus tee-en molvam a ouupen häof kaevsi.
15 Niin kysyivät taas häneltä farisealaiset, kuinka hän näkönsä saanut oli. Hän sanoi heille: Hän pani loan minun silmieni päälle ja minä pesin ja näen.	15 Itli kooen anen ut hä pösousjosi, koli hä häof voka aafen ooen. Hä saaen tu häsi: Hä paaen molvam le ajof kaevsi a aj vooshen a aj vokaa.
16 Niin muutamat farisealaisista sanoivat: Ei se ihminen ole Jumalasta, ettei hän pidä sapattia. Muut sanoivat: Kuinka taitaa joku syntinen ihminen senkaltaisia ihmeitä tehdä? Ja riita oli heillä keskenänsä.	16 Itli ipsi pösousjosi saaen: Ej it mäm oo ob Hajo, syt ej hä piit pyhtan. Tuasi saaen: Koli livotee öjo ahova mäm itliva voejhäpsi tee? A pos häsi oofen vigög tuasi.
17 He sanoivat taas sokealle: Mitä sinä hänestä sanot, joka sinun silmäsi avasi? Hän sanoi: Hän on profeetta.	17 Häsi saaen anen tu ejvokajo: Ko ja öb hä saa, kojo jaof kaevsi ouupen? Hä saaen: Hä oo usennesaajo.
18 Mutta ei juutalaiset sitä uskoneet, että hän oli sokeana ollut ja näkemään tullut, siihen asti, kun he kutsuivat sen vanhemmat, joka näkönsä saanut oli.	18 Mut ej jutjosi it uusen, syt hä ooen ejvokava ooen a vokaa muuen, tuit ättu, na häsi tukooen itof mamsi, kojo häof voka aafen ooen.
19 Ja he kysyivät heiltä, sanoen: Onko tämä teidän poikanne, jonka te sanotte sokeana syntyneen? Kuinka siis hän nyt näkee?	19 A häsi kooen ut häsi, saali: Ooko tä jasiof son, kojo-of jasi saa ejvokava nöee-en? Koli syklirli hä nen vokaa?
20 Hänen vanhempansa vastasivat heille ja sanoivat: Me tiedämme tämän meidän pojaksemme ja että hän sokeana syntynyt on.	20 Häof mamsi ooken tu häsi a saaen: Ajsi daa tä ajsiof son a syt hä ejvokava nöee-en oo.
21 Mutta kuinka hän nyt näkee, sitä emme tiedä ja kuka hänen silmänsä avasi, emme tiedä, hänellä on kyllä ikää, kysykää häneltä, puhukoon itsestänsä.	21 Mut koli hä nen vokaa, it ajsi ej daa a kojo häof kaevsi ouupen, ajsi ej daa, hä oof je jänri, koo jasi ut hä, sasaa hä öb aut.
22 Niin sanoivat hänen vanhempansa, sillä he pelkäsivät juutalaisia, sillä juutalaiset olivat jo niin keskenänsä päättäneet, että jos joku hänen tunnustaisi Kristukseksi, sen piti synagogasta oleman suljettu ulos.	22 Itli saaen häof mamsi, syfor häsi raaken jutjosi, syfor jutjosi ooen ripnen itli vigög häsi teöönen, syt if öjo häof görilsaaif mu Krist, it piit ut jutustol oo puooen nitu.
23 Sen tähden sanoivat hänen vanhempansa: Hänellä on kyllä ikää, kysykää häneltä.	23 Forsy it saaen häof mamsi: Hä oo je jänri, koo jasi ut hä.
24 Niin he kutsuivat toisen kerran sen ihmisen, joka sokeana oli ollut ja sanoivat hänelle: Anna Jumalalle kunnia! Me tiedämme sen ihmisen syntiseksi.	24 Itli häsi tukooen tua isna itof mäm, kojo ejvokava ooen ooen a saaen tu hä: Faa ja tu Hajo hon! Ajsi daa it mäm ahova.
25 Hän vastasi ja sanoi: Jos hän on syntinen, sitä en minä tiedä: Vaan sen minä ainoastaan tiedän, että minä, joka sokea olin, nyt näen.	25 Hä ooken a saaen: If hä oo ahova, it aj ej daa: Mut it aj erisli daa, syt aj, kojo ejvokava ooen, nen vokaa.
26 He sanoivat taas hänelle: Mitä hän sinulle teki? Kuinka hän sinun silmäsi avasi?	26 Häsi saaen anen tu hä: Ko hä for ja tee-en? Koli hä jaof kaevsi ouupen?
27 Hän vastasi: Jo minä sanoin teille, ettekö te kuulleet? Miksi te taas sitä tahdotte kuulla? Tahdotteko te myös hänen opetuslapsiksensa?	27 Hä ooken: Ripnen aj saaen tu jasi, ejko jasi vohööen? Kosy jasi anen it obraa vohöö? Obraako jasi ali mu häof usdavjosi?
28 Niin he kiroilivat häntä ja sanoivat: Sinä olet hänen opetuslapsensa, mutta me olemme Mooseksen opetuslapset.	28 Itli häsi sihypsaaen hä a saaen: Ja oo häof usdavjo, mut ajsi oo Mosesof usdavjosi.
29 Me tiedämme Jumalan Moosesta puhutelleen: Mutta kusta tämä on, emme tiedä.	29 Ajsi daa Hajo Moses cuvisaaen: Mut kout tä oo, ajsi ej daa.
30 Niin ihminen vastasi ja sanoi heille: Se on tosin ihmeellinen, ettette tiedä, kusta hän on ja kuitenkin hän avasi minun silmäni.	30 Itli mäm ooken a saaen tu häsi: It oo rilsyli voejhäpva, syt jasi ej daa, kout hä oo a amut hä ouupen ajof kaevsi.
31 Mutta me tiedämme, ettei Jumala kuule syntisiä, vaan joka on Jumalan palvelija ja tekee hänen tahtonsa, sitä hän kuulee.	31 Mut ajsi daa, syt ej Hajo vohöö ahojosi, mut kojo oo Hajo-of seerjo a tee häof obra, it hä vohöö.
32 Ei ole maailman alusta kuultu, että joku on sen silmät avannut, joka sokeana syntynyt on.	32 Ej oo ut köl nö vohööenta, syt öjo oo itof kaevsi ouupen, kojo li ejvokava nöee-en oo.
33 Ellei hän olisi Jumalasta, niin ei hän taitaisi mitään tehdä.	33 Ifej hä ooif ut Hajo, itli hä livoteeif ejö tee.
34 He vastasivat ja sanoivat hänelle: Sinä olet päänänsä synnissä syntynyt ja sinä opetat meitä? Ja he ajoivat hänen ulos.	34 Häsi ooken a saaen tu hä: Ja oo vi pä in aho nöee-en a ja padaav ajsi? A häsi katuuen hä nitu.
35 Ja Jeesus sai sen kuulla, että he olivat hänen ajaneet ulos ja kun hän löysi hänen, sanoi hän hänelle: Uskotko sinä Jumalan Poikaan?	35 A Jesus aafen it vohöö, syt häsi ooen hä katuuen nitu a na hä keesen hä, saaen hä tu hä: Uusko ja intu Hajo-of Son?
36 Hän vastasi ja sanoi: Herra, kuka se on, että minä häneen uskoisin?	36 Hä ooken a saaen: Romä, kojo it oo, syt aj intu hä uusif?
37 Niin Jeesus sanoi hänelle: Sinä olet hänet nähnyt ja hän on se, joka puhuu sinun kanssa.	37 Itli Jesus saaen tu hä: Ja oo vokaaen hä a hä oo it, kojo sasaa vi ja.
38 Niin hän sanoi: Herra, minä uskon. Ja hän kumarsi ja rukoili häntä.	38 Itli hä saaen: Romä, aj uus. A hä bauuen a usteaafen hä.
39 Ja Jeesus sanoi: Minä tulin tuomiolle tähän maailmaan, että ne, jotka ei näe, pitää näkemän ja ne, jotka näkevät, pitää sokeaksi tuleman.	39 A Jesus saaen: Aj uuten le pöcuute tu tä köl, syt itsi, kojosi ej vokaa, piit vokaa a itsi, kojosi vokaa, piit muu ejvokava.
40 Ja muutamat farisealaisista, jotka hänen tykönänsä olivat, kuulivat nämä ja sanoivat hänelle: Olemmeko mekin sokeat?	40 A ipsi ob pösousjosi, kojosi tut hä ooen, vohööen täsi a saaen tu hä: Ooko ajsi ali ejvokajosi?
41 Jeesus sanoi heille: Jos te sokeat olisitte, niin ei olisi teillä syntiä, mutta että te sanotte: Me näemme, sen tähden teidän syntinne pysyy.	41 Jesus saaen tu häsi: If jasi ejvokajosi ooif, itli jasi ej oofif aho, mut syt jasi saa: Ajsi vokaa, forsy it jasiof ahosi autpaoo.
Johannes 10	Johan 10
1 Totisesti, totisesti sanon minä teille: Joka ei ovesta mene sisälle lammashuoneeseen, vaan astuu siihen muualta, se on varas ja ryöväri.	1 Darilli, darilli aj saa tu jasi: Kojo ej intuni ouv tuu inle bääpetolik, mut vetuu tuit tuael, it oo ahapjo a ahroapjo.
2 Mutta joka oven kautta sisälle menee, se on lammasten paimen:	2 Mut kojo intuni ouv inle tuu, it oo bääpesiof ylpekaajo:
3 Sille ovenvartija avaa ja lampaat kuulevat hänen äänensä. Ja omia lampaitansa kutsuu hän nimeltänsä ja vie heidät ulos.	3 For it ouvkaadjo ouup a bääpesi vohöö häof hö. A öfva bääpesi hä tukoo vi häsiof ersa a gaa häsi nitu.
